time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-05T14:32:48.560Z,-15.9882,-71.8717,114.88,4.4,mb,,149,2.784,1.26,us,us1000hanc,2018-12-14T20:32:46.040Z,"16 km W of Lluta, Peru",earthquake,10.9,9,0.143,14,reviewed,us,us
2018-10-05T11:46:12.990Z,-43.4442,-72.034,163.08,4.3,mb,,90,0.287,0.76,us,us1000hanl,2018-12-14T20:32:46.040Z,"26 km NW of Palena, Chile",earthquake,5.8,4.2,0.09,36,reviewed,us,us
2018-10-05T01:46:01.230Z,-14.546,-71.5485,10,5.2,mww,,60,3.621,1.33,us,us1000h7da,2018-12-14T20:32:41.040Z,"18 km WSW of Checca, Peru",earthquake,7.1,1.8,0.078,16,reviewed,us,us
2018-10-04T23:21:56.750Z,-22.8387,-66.3988,242.29,4.9,mb,,59,1.645,0.87,us,us1000h7c7,2018-12-14T20:32:36.040Z,"73 km W of Abra Pampa, Argentina",earthquake,5.6,10.2,0.132,18,reviewed,us,us
2018-10-04T00:36:47.640Z,-21.1038,-68.9174,116.74,4.2,mwr,,61,0.752,0.77,us,us1000h6q1,2018-12-14T20:32:40.040Z,"149 km N of Calama, Chile",earthquake,5,5.5,0.078,16,reviewed,us,us
2018-10-03T02:54:50.950Z,-21.5197,-65.5928,285.25,4.6,mb,,26,2.787,1.09,us,us1000h61k,2018-12-14T20:32:40.040Z,"15 km ESE of Tupiza, Bolivia",earthquake,8.3,6.5,0.036,234,reviewed,us,us
2018-10-03T00:23:03.770Z,-24.3287,-66.9161,187.94,4.2,mb,,58,1.794,0.86,us,us1000h60l,2018-12-14T20:32:40.040Z,"61 km WSW of San Antonio de los Cobres, Argentina",earthquake,5.5,8,0.159,11,reviewed,us,us
2018-10-02T12:11:42.210Z,-20.305,-69.3043,88.11,4.3,mwr,,66,0.548,0.98,us,us1000h5ld,2018-12-14T20:32:39.040Z,"88 km E of Iquique, Chile",earthquake,4.9,6.3,,,reviewed,us,guc
2018-10-02T10:40:16.180Z,-6.5686,-80.735,29.14,4.6,mb,,145,2.391,0.7,us,us1000h5kk,2018-12-14T20:32:39.040Z,"80 km W of Mórrope, Peru",earthquake,8.9,5.3,0.056,95,reviewed,us,us
2018-10-02T06:37:04.930Z,-22.5388,-68.674,119.26,4.3,mb,,43,0.231,0.98,us,us1000h5id,2018-12-14T20:32:36.040Z,"27 km ESE of Calama, Chile",earthquake,5.8,10.4,0.217,6,reviewed,us,us
2018-10-01T18:03:55.150Z,-24.0753,-66.8351,202.93,4.7,mwr,,54,1.664,0.71,us,us1000h55a,2018-12-14T20:32:38.040Z,"54 km WNW of San Antonio de los Cobres, Argentina",earthquake,8.9,6.7,,,reviewed,us,guc
2018-10-01T15:11:49.730Z,-45.7584,-75.8625,10,5.2,mww,,140,1.992,0.62,us,us1000h50j,2018-12-14T20:32:38.040Z,"Off the coast of Aisen, Chile",earthquake,8.4,1.9,0.053,34,reviewed,us,us
2018-10-01T15:05:32.480Z,-45.9091,-76.5685,10,4.4,mb,,211,2.412,0.64,us,us1000h50b,2018-12-14T20:32:37.040Z,"296 km W of Puerto Chacabuco, Chile",earthquake,10.9,2,0.311,3,reviewed,us,us
2018-10-01T14:45:25.240Z,-21.0669,-67.2876,171.46,4.6,mb,,130,1.96,1.42,us,us1000h7ml,2018-12-14T20:32:42.040Z,"82 km SW of Uyuni, Bolivia",earthquake,9.3,9.6,0.544,2,reviewed,us,us
2018-09-30T11:17:14.310Z,-24.2366,-67.347,187.77,4.3,mb,,74,1.489,1.04,us,us1000h4li,2018-12-01T16:41:32.040Z,"104 km W of San Antonio de los Cobres, Argentina",earthquake,11.2,12.1,0.266,4,reviewed,us,us
2018-09-30T04:39:57.840Z,-22.6059,-67.5999,173.41,4.1,mb,,50,0.635,1.29,us,us1000h4is,2018-12-01T16:41:30.040Z,"70 km ENE of San Pedro de Atacama, Chile",earthquake,9.5,6,0.185,8,reviewed,us,us
2018-09-29T16:34:56.360Z,-27.9768,-71.4292,27.8,4.2,mb,,191,0.387,0.82,us,us1000h4by,2018-12-01T16:41:31.040Z,"93 km NW of Vallenar, Chile",earthquake,5.5,8.3,0.372,2,reviewed,us,us
2018-09-29T15:01:42.240Z,-15.9755,-75.5862,10,4.4,mb,,163,4.147,1.23,us,us1000h7ia,2018-12-01T16:44:42.040Z,"81 km SW of San Juan, Peru",earthquake,6.7,1.9,0.24,5,reviewed,us,us
2018-09-29T14:26:34.780Z,-18.9673,-69.6017,99.46,4.3,mwr,,109,0.796,1.44,us,us1000h4a5,2018-12-01T16:43:27.040Z,"91 km SE of Arica, Chile",earthquake,7.7,6.4,,,reviewed,us,guc
2018-09-29T06:13:35.270Z,-32.5212,-71.8051,21.4,4,mb,,182,0.43,0.49,us,us1000h45y,2018-12-01T16:41:36.040Z,"54 km W of La Ligua, Chile",earthquake,4.2,7.8,0.26,4,reviewed,us,us
2018-09-29T05:38:51.280Z,-18.3598,-69.3185,135.45,4.2,mwr,,67,0.781,0.95,us,us1000h45r,2018-12-01T16:43:18.040Z,"93 km SE of Palca, Peru",earthquake,7.6,7.5,,,reviewed,us,guc
2018-09-28T22:02:56.840Z,-29.9968,-71.7688,23.12,4.1,mwr,,176,0.466,1.02,us,us1000h437,2018-12-01T16:43:13.040Z,"41 km W of Coquimbo, Chile",earthquake,4.4,5.3,0.037,71,reviewed,us,us
2018-09-28T13:49:53.120Z,-30.2309,-71.5087,42.05,4.6,mb,,131,0.389,0.81,us,us1000h3si,2018-12-01T16:41:31.040Z,"34 km SSW of Coquimbo, Chile",earthquake,7.2,11.2,0.314,3,reviewed,us,us
2018-09-28T10:54:33.470Z,-19.5685,-64.5909,10,4.3,mb,,99,4.69,1.15,us,us1000h75x,2018-12-01T16:44:34.040Z,"41 km SW of Padilla, Bolivia",earthquake,6.5,2,0.266,4,reviewed,us,us
2018-09-28T02:44:09.020Z,-44.5085,-80.2846,10,4.5,mb,,209,4.989,0.72,us,us1000h3l2,2018-12-01T16:42:48.040Z,"Off the coast of Aisen, Chile",earthquake,11.5,1.9,0.205,7,reviewed,us,us
2018-09-27T22:00:08.740Z,-11.375,-77.8742,65.21,4.7,mb,,149,1.18,0.66,us,us1000h3i7,2018-12-01T16:42:44.040Z,"41 km SW of Caleta de Carquín, Peru",earthquake,8.2,6.6,0.043,165,reviewed,us,us
2018-09-27T18:55:13.460Z,-21.5986,-68.2586,114.6,4.6,mb,,61,0.935,0.65,us,us1000h3ea,2018-12-01T16:41:30.040Z,"117 km NE of Calama, Chile",earthquake,8.2,7,0.056,96,reviewed,us,us
2018-09-27T16:48:00.030Z,-20.7908,-69.0703,122.53,4.3,mb,,44,0.463,1.28,us,us1000h3bt,2018-12-01T16:41:29.040Z,"129 km ESE of Iquique, Chile",earthquake,5.5,7,0.178,10,reviewed,us,us
2018-09-27T07:01:10.910Z,-28.0444,-68.8827,92.87,4,mb,,61,1.278,0.73,us,us1000h35e,2018-12-01T16:41:33.040Z,"103 km NW of Vinchina, Argentina",earthquake,7.9,9.2,0.195,7,reviewed,us,us
2018-09-26T19:13:01.940Z,-29.6187,-70.575,96.89,4.4,mb,,122,0.55,0.82,us,us1000h2w1,2018-12-01T16:41:32.040Z,"48 km NNE of Vicuña, Chile",earthquake,4.1,7.1,0.381,2,reviewed,us,us
2018-09-26T15:42:54.940Z,-21.5013,-68.3927,115.21,4.5,mwr,,44,0.842,1.15,us,us2000hk75,2018-12-01T16:45:29.040Z,"119 km NNE of Calama, Chile",earthquake,4.8,5.1,0.075,17,reviewed,us,us
2018-09-26T14:46:07.920Z,-17.7342,-71.3309,56.55,4,mb,,158,1.134,1.05,us,us2000hk6q,2018-12-01T16:45:29.040Z,"9 km S of Pacocha, Peru",earthquake,8.5,17,0.183,8,reviewed,us,us
2018-09-26T10:21:06.960Z,-20.9903,-68.4424,114.59,4.4,mb,,62,1.094,0.7,us,us2000hk5w,2018-12-01T16:41:29.040Z,"169 km NNE of Calama, Chile",earthquake,6.7,9.1,0.13,17,reviewed,us,us
2018-09-26T01:04:09.600Z,-8.2114,-74.3219,150.37,4.2,mb,,68,1.671,0.68,us,us2000hk1s,2018-12-01T16:45:22.040Z,"31 km NE of San Fernando, Peru",earthquake,7.5,6.2,0.108,24,reviewed,us,us
2018-09-25T23:04:54.550Z,-25.2159,-69.1707,93.74,4.3,mb,,59,0.384,0.89,us,us2000hjzn,2018-12-01T16:41:30.040Z,"134 km E of Taltal, Chile",earthquake,3.7,4.7,0.147,13,reviewed,us,us
2018-09-25T22:56:47.690Z,-15.3405,-74.8969,53.18,5.2,mww,,101,3.831,0.82,us,us2000hjzl,2018-12-01T16:45:20.040Z,"26 km ESE of Minas de Marcona, Peru",earthquake,7.5,4.4,0.05,38,reviewed,us,us
2018-09-25T08:20:58.860Z,-21.4401,-67.344,198.07,4.3,mb,,96,1.691,1.18,us,us2000hjmf,2018-12-01T16:45:10.040Z,"121 km SSW of Uyuni, Bolivia",earthquake,9.4,10.7,0.168,10,reviewed,us,us
2018-09-24T14:59:34.050Z,-24.5038,-67.9319,151.46,4.2,mb,,127,1.561,0.76,us,us1000h3vy,2018-12-01T16:41:32.040Z,"166 km W of San Antonio de los Cobres, Argentina",earthquake,6.7,12.4,0.373,2,reviewed,us,us
2018-09-23T19:06:29.690Z,-21.1209,-68.874,123.64,4.5,mwr,,53,0.578,1.15,us,us2000hj2n,2018-11-27T15:52:03.040Z,"147 km N of Calama, Chile",earthquake,6.7,6.4,,,reviewed,us,guc
2018-09-23T09:41:37.910Z,-9.9248,-75.4571,27.76,4.5,mb,,113,2.46,0.38,us,us1000h3tt,2018-11-27T15:51:56.040Z,"62 km WSW of Yuyapichis, Peru",earthquake,7,7.1,0.163,11,reviewed,us,us
2018-09-23T06:08:44.250Z,-24.3487,-70.148,54.24,4.4,mb,,140,0.361,0.63,us,us2000hiwj,2018-11-27T15:52:03.040Z,"81 km SSE of Antofagasta, Chile",earthquake,7.8,9.3,0.267,4,reviewed,us,us
2018-09-23T05:44:10.810Z,-24.3472,-70.0513,60.63,4.1,mb,,128,0.424,0.98,us,us2000hiw4,2018-11-27T15:52:03.040Z,"84 km SSE of Antofagasta, Chile",earthquake,5.3,8.1,0.158,11,reviewed,us,us
2018-09-23T05:32:11.460Z,-24.3507,-70.041,61.2,5.3,mww,,93,0.429,0.85,us,us2000hivv,2018-11-27T15:52:03.040Z,"85 km SSE of Antofagasta, Chile",earthquake,4.9,4.9,0.057,30,reviewed,us,us
2018-09-23T00:55:12.450Z,-15.3917,-73.2825,113.26,4.1,mb,,134,4.252,0.88,us,us1000h3tf,2018-11-27T15:51:56.040Z,"6 km SW of Tauria, Peru",earthquake,8.7,14.1,0.174,9,reviewed,us,us
2018-09-22T13:13:59.240Z,-25.8996,-70.9383,28.41,5.4,mww,,113,0.393,1.05,us,us2000hin5,2018-11-27T15:52:02.040Z,"71 km SW of Taltal, Chile",earthquake,5.5,3.6,0.055,32,reviewed,us,us
2018-09-22T00:02:05.910Z,-20.0747,-68.2176,160.68,4.3,mb,,55,1.004,0.94,us,us2000hihk,2018-11-27T15:52:02.040Z,"136 km W of Colchani, Bolivia",earthquake,7.1,8,0.093,33,reviewed,us,us
2018-09-21T22:11:29.830Z,-43.7515,-75.6548,10,4,mb,,173,1.583,0.94,us,us2000higp,2018-11-27T15:52:02.040Z,"179 km WSW of Quellón, Chile",earthquake,5.8,2,0.231,5,reviewed,us,us
2018-09-21T08:23:49.900Z,-37.7562,-71.5951,108.83,4.3,mb,,98,1.12,0.93,us,us2000hi23,2018-11-27T15:52:01.040Z,"57 km E of Mulchén, Chile",earthquake,7,8.2,0.154,12,reviewed,us,us
2018-09-21T02:30:42.610Z,-14.6698,-76.377,3.64,4.2,mb,,184,2.704,0.35,us,us1000h3c1,2018-11-27T15:51:55.040Z,"89 km SW of Santiago, Peru",earthquake,11.1,7.5,0.306,3,reviewed,us,us
2018-09-20T22:45:19.600Z,-1.896,-77.1672,155.44,4.3,mb,,145,2.326,1.24,us,us1000h3aw,2018-11-27T15:51:55.040Z,"91 km ESE of Palora, Ecuador",earthquake,9.4,6.5,0.099,29,reviewed,us,us
2018-09-20T17:54:46.370Z,-0.8033,-79.13,83.86,4.3,mb,,173,1.032,0.36,us,us1000h3ay,2018-11-27T15:51:55.040Z,"18 km NE of La Maná, Ecuador",earthquake,12,12.6,0.16,11,reviewed,us,us
2018-09-20T08:45:17.460Z,-14.9026,-75.8026,15.69,4.5,mb,,147,3.069,0.73,us,us2000hhgs,2018-11-27T15:52:00.040Z,"67 km WSW of Changuillo, Peru",earthquake,4.6,4.9,0.082,44,reviewed,us,us
2018-09-19T18:42:21.450Z,-19.5404,-70.3888,62.58,5,mww,,97,0.765,0.68,us,us2000hh8t,2018-11-27T15:51:59.040Z,"78 km NNW of Iquique, Chile",earthquake,4.6,4.3,0.089,12,reviewed,us,us
2018-09-19T14:02:18.790Z,-22.3833,-66.0503,266.6,4.5,mb,,47,2.045,0.91,us,us2000hh3i,2018-11-27T15:51:59.040Z,"52 km NW of Abra Pampa, Argentina",earthquake,8.7,9.2,0.145,14,reviewed,us,us
2018-09-19T13:42:02.840Z,-21.0784,-68.5651,136.39,4.3,mwr,,83,0.952,0.89,us,us2000hh3b,2018-11-27T15:51:59.040Z,"157 km NNE of Calama, Chile",earthquake,6.3,7.7,,,reviewed,us,guc
2018-09-19T11:28:06.940Z,-39.722,-73.0065,60.84,4.1,mwr,,77,0.359,1.1,us,us2000hh2h,2018-11-27T15:51:59.040Z,"20 km ENE of Las Animas, Chile",earthquake,6.9,6.1,0.063,24,reviewed,us,us
2018-09-18T23:50:10.440Z,-30.8887,-71.3891,46.93,3.9,mwr,,71,0.301,0.75,us,us2000hgwb,2018-11-27T15:51:59.040Z,"36 km SSW of Ovalle, Chile",earthquake,5.4,5,0.047,44,reviewed,us,us
2018-09-18T00:52:46.370Z,-24.1087,-66.895,193.6,4.5,mwr,,40,1.647,0.9,us,us2000hg5w,2018-11-27T15:51:58.040Z,"59 km WNW of San Antonio de los Cobres, Argentina",earthquake,6.8,5.6,,,reviewed,us,guc
2018-09-17T20:44:39.390Z,-2.8454,-77.542,104.36,4.6,mb,,76,2.415,0.8,us,us2000hg2x,2018-11-27T15:51:58.040Z,"Peru-Ecuador border region",earthquake,7.7,5.5,0.055,97,reviewed,us,us
2018-09-17T16:29:16.920Z,-22.7645,-68.8136,117.97,4.5,mb,,81,0.175,0.64,us,us2000hfxa,2018-11-27T15:51:57.040Z,"35 km SSE of Calama, Chile",earthquake,4.4,8.8,0.384,2,reviewed,us,us
2018-09-17T14:14:09.020Z,-24.3163,-66.9615,220.53,4.2,ml,,214,1.758,0.39,us,us2000hful,2018-11-27T15:51:57.040Z,"66 km W of San Antonio de los Cobres, Argentina",earthquake,14.2,20.1,,,reviewed,us,guc
2018-09-17T07:47:10.670Z,-21.786,-68.7819,108.48,4.2,mb,,42,0.427,1.03,us,us2000hfr0,2018-11-27T15:51:57.040Z,"75 km N of Calama, Chile",earthquake,3.2,8.2,0.2,7,reviewed,us,us
2018-09-17T01:48:45.060Z,-24.0257,-66.8732,206.43,4.1,mb,,40,1.606,0.92,us,us2000hfn7,2018-11-27T15:51:57.040Z,"60 km WNW of San Antonio de los Cobres, Argentina",earthquake,4.3,7.6,0.151,12,reviewed,us,us
2018-09-16T13:32:25.820Z,-20.3534,-70.0281,46.05,4.4,mb,,96,0.127,0.65,us,us2000hfgv,2018-11-21T18:19:06.040Z,"20 km SE of Iquique, Chile",earthquake,6.3,4.7,0.135,27,reviewed,us,us
2018-09-16T07:01:12.130Z,-18.7638,-69.8781,86.34,4.1,mb,,123,0.588,0.89,us,us2000hfde,2018-11-21T18:19:06.040Z,"54 km SE of Arica, Chile",earthquake,5.4,6.9,0.14,14,reviewed,us,us
2018-09-15T15:13:17.890Z,-9.8063,-78.4724,66.21,4.9,mb,,77,2.655,0.74,us,us2000hf65,2018-11-21T18:19:12.040Z,"39 km SSW of Puerto Casma, Peru",earthquake,8.5,5.9,0.037,229,reviewed,us,us
2018-09-15T04:48:04.590Z,-24.2417,-67.1785,161.67,4.2,mb,,42,1.578,1.22,us,us2000hf03,2018-11-21T18:19:06.040Z,"87 km W of San Antonio de los Cobres, Argentina",earthquake,4.6,9.3,0.159,11,reviewed,us,us
2018-09-14T18:46:51.520Z,-32.5629,-71.607,21.25,4.1,mb,,168,0.261,0.98,us,us2000herf,2018-11-21T18:19:06.040Z,"37 km WSW of La Ligua, Chile",earthquake,2.5,9,0.52,1,reviewed,us,us
2018-09-14T18:15:11.750Z,-32.5454,-71.6043,32.47,4.5,mwr,,68,0.259,0.98,us,us2000heqr,2018-11-21T18:19:11.040Z,"36 km WSW of La Ligua, Chile",earthquake,4.7,4.4,0.039,63,reviewed,us,us
2018-09-14T12:54:35.330Z,-22.9137,-66.0812,226.07,4.4,mb,,86,1.934,0.85,us,us2000helu,2018-11-21T18:19:11.040Z,"44 km WSW of Abra Pampa, Argentina",earthquake,9.2,6.2,0.143,14,reviewed,us,us
2018-09-14T11:20:03.310Z,-15.9944,-71.4369,129.55,5.4,mww,,39,2.455,1.14,us,us2000hekx,2018-11-21T18:19:11.040Z,"2 km ESE of Pucara, Peru",earthquake,7.6,4.3,0.05,39,reviewed,us,us
2018-09-14T10:50:37.900Z,-19.2439,-69.19,100.53,4.6,mb,,88,0.422,0.95,us,us2000hekj,2018-11-21T18:19:06.040Z,"144 km SE of Arica, Chile",earthquake,4.5,5.7,0.056,96,reviewed,us,us
2018-09-14T09:08:08.180Z,-16.5207,-71.8162,50.45,4.6,mb,,113,2.316,1.16,us,us2000hejh,2018-11-21T18:19:11.040Z,"4 km SE of El Triunfo ( El Cruce), Peru",earthquake,7.8,7.4,0.065,70,reviewed,us,us
2018-09-14T06:58:16.200Z,-33.2907,-68.9207,10,4.3,mb,,58,0.93,0.95,us,us2000hehy,2018-11-21T18:19:11.040Z,"45 km S of Mendoza, Argentina",earthquake,3.6,1.9,0.265,4,reviewed,us,us
2018-09-14T06:42:54.820Z,-8.4395,-74.2755,165.75,4.1,mb,,72,1.707,1.16,us,us2000hehr,2018-11-21T18:19:11.040Z,"29 km E of San Fernando, Peru",earthquake,7.5,5.2,0.107,24,reviewed,us,us
2018-09-14T04:12:36.440Z,-7.7289,-74.6465,139.68,5.1,mww,,53,1.924,0.9,us,us2000hefr,2018-11-21T18:19:11.040Z,"59 km SE of Contamana, Peru",earthquake,7,4.4,0.065,23,reviewed,us,us
2018-09-13T12:14:11.060Z,-21.3922,-70.2474,54.3,3.9,mb,,181,0.824,1.28,us,us2000hdyj,2018-11-21T18:19:06.040Z,"77 km N of Tocopilla, Chile",earthquake,5.9,13.3,0.23,5,reviewed,us,us
2018-09-13T12:03:20.030Z,-15.5678,-70.1596,217.41,4.5,mb,,114,2.079,1.21,us,us2000hdyf,2018-11-21T18:19:10.040Z,"6 km W of Caracoto, Peru",earthquake,9.4,10.2,0.089,37,reviewed,us,us
2018-09-13T08:20:49.810Z,-1.4061,-78.351,10,3.1,ml,,318,0.92,0.79,us,us2000heem,2018-11-21T18:19:11.040Z,"8 km E of Baños, Ecuador",earthquake,6.4,2,0.128,8,reviewed,us,us
2018-09-12T20:47:11.290Z,-21.1016,-67.6116,186.62,4.2,mb,,95,1.668,0.5,us,us2000hdmx,2018-11-21T18:19:06.040Z,"108 km SW of Uyuni, Bolivia",earthquake,8.5,15,0.216,6,reviewed,us,us
2018-09-12T20:25:48.750Z,-22.7281,-70.6558,37.18,3.9,mb,,192,0.611,1.36,us,us2000hdmc,2018-11-21T18:19:06.040Z,"84 km SW of Tocopilla, Chile",earthquake,6.2,29.8,0.363,2,reviewed,us,us
2018-09-12T19:31:14.150Z,-31.529,-72.008,34.56,4,ml,,196,0.91,0.6,us,us2000hdlc,2018-11-21T18:19:10.040Z,"80 km W of Illapel, Chile",earthquake,4.5,16.6,,,reviewed,us,guc
2018-09-12T05:35:10.940Z,-23.9618,-66.8963,236.29,4.2,mb,,57,1.548,0.56,us,us2000hd9w,2018-11-21T18:19:06.040Z,"65 km WNW of San Antonio de los Cobres, Argentina",earthquake,9.8,17.5,0.306,3,reviewed,us,us
2018-09-11T00:49:48.070Z,-45.6398,-77.3983,10,4.4,mb,,188,3.045,0.73,us,us2000hc9s,2018-11-21T18:19:08.040Z,"Off the coast of Aisen, Chile",earthquake,8.9,2,0.127,18,reviewed,us,us
2018-09-10T15:46:48.470Z,-24.3423,-67.1978,179.38,4.4,mb,,90,1.65,0.56,us,us2000hbxe,2018-11-21T18:19:08.040Z,"90 km W of San Antonio de los Cobres, Argentina",earthquake,4.6,10,0.24,5,reviewed,us,us
2018-09-10T11:20:02.230Z,-24.2086,-70.6462,35.99,3.8,ml,,182,0.47,1.04,us,us2000hbvd,2018-11-21T18:19:08.040Z,"66 km SSW of Antofagasta, Chile",earthquake,6.5,12.4,,,reviewed,us,guc
2018-09-10T08:24:15.180Z,-28.7391,-71.6956,35,5.3,mww,,73,0.763,1.34,us,us2000hbtu,2018-11-21T18:19:08.040Z,"93 km W of Vallenar, Chile",earthquake,4.1,1.8,0.086,13,reviewed,us,us
2018-09-10T01:52:56.450Z,-17.9162,-70.1926,129.34,4.2,mb,,145,0.474,0.95,us,us2000hbnr,2018-11-21T18:19:07.040Z,"2 km NNW of Calana, Peru",earthquake,5,6.3,0.167,10,reviewed,us,us
2018-09-09T23:40:52.980Z,-23.7393,-66.9819,231.11,4.4,mb,,57,1.35,0.74,us,us2000hbmq,2018-11-14T17:40:20.040Z,"85 km NW of San Antonio de los Cobres, Argentina",earthquake,11.8,13,0.22,6,reviewed,us,us
2018-09-09T03:19:46.770Z,-4.0548,-75.9112,35,4.6,mb,,97,4.177,0.77,us,us2000hbc2,2018-11-14T17:40:19.040Z,"86 km SE of Alianza Cristiana, Peru",earthquake,7.8,1.7,0.07,60,reviewed,us,us
2018-09-09T03:19:36.370Z,-4.0608,-76.0558,41.71,4.6,mb,,97,4.034,1.1,us,us1000hd28,2018-11-14T17:40:19.040Z,"77 km SSE of Alianza Cristiana, Peru",earthquake,8.7,7.2,0.071,59,reviewed,us,us
2018-09-08T22:21:14.780Z,-45.6366,-77.6324,10,4.3,mb,,198,3.203,0.8,us,us2000hb7x,2018-11-14T17:40:19.040Z,"Off the coast of Aisen, Chile",earthquake,4,2,0.178,9,reviewed,us,us
2018-09-08T08:28:09.470Z,-10.6593,-78.4426,52.84,4.3,mb,,143,2.05,0.82,us,us2000hay6,2018-11-14T17:40:18.040Z,"66 km W of Paramonga, Peru",earthquake,9,9.1,0.148,13,reviewed,us,us
2018-09-07T23:12:47.770Z,-30.5214,-69.7273,107.26,4.7,mwr,,27,0.628,1.16,us,us2000harp,2018-11-14T17:40:18.040Z,"94 km NNW of Calingasta, Argentina",earthquake,4.7,4.4,0.038,67,reviewed,us,us
2018-09-07T22:34:57.350Z,-9.7356,-76.2242,108.94,4.4,mb,,133,2.318,0.95,us,us2000hare,2018-11-14T17:40:18.040Z,"13 km NW of Churubamba, Peru",earthquake,7.2,14.4,0.148,13,reviewed,us,us
2018-09-07T20:54:57.610Z,-45.5959,-77.4739,14.06,4.3,mb,,213,3.109,0.71,us,us2000hap5,2018-11-14T17:40:18.040Z,"Off the coast of Aisen, Chile",earthquake,11.4,7.5,0.177,9,reviewed,us,us
2018-09-07T20:06:42.010Z,-24.0198,-67.1178,243.04,4.1,mb,,70,1.441,1.14,us,us2000han4,2018-11-14T17:40:18.040Z,"84 km WNW of San Antonio de los Cobres, Argentina",earthquake,5.9,11.7,0.185,9,reviewed,us,us
2018-09-07T13:30:00.460Z,-31.6744,-67.9961,103.8,4.3,mb,,86,0.601,0.97,us,us2000haay,2018-11-14T17:40:17.040Z,"27 km E of Caucete, Argentina",earthquake,8.5,3.2,0.266,4,reviewed,us,us
2018-09-07T02:39:17.950Z,-28.8696,-69.9459,93.13,5.8,mww,,23,0.289,0.97,us,us2000ha1k,2018-11-14T17:40:17.040Z,"85 km ESE of Vallenar, Chile",earthquake,5.8,3.4,0.045,48,reviewed,us,us
2018-09-07T02:12:06.280Z,-2.2532,-78.7903,110.5,6.2,mww,,26,1.541,0.95,us,us2000ha13,2020-07-10T17:16:16.589Z,"8 km SE of Alausí, Ecuador",earthquake,6.7,1.8,0.043,51,reviewed,us,us
2018-09-06T13:21:41.260Z,-31.7585,-72.2401,11.37,4.6,mwr,,143,1.131,0.74,us,us2000h9bp,2018-11-14T17:40:15.040Z,"102 km W of Illapel, Chile",earthquake,3.7,4.3,0.033,87,reviewed,us,us
2018-09-05T20:16:41.390Z,-34.4405,-70.5143,113.14,5.1,mwr,,45,0.414,0.63,us,us2000h8y2,2018-11-14T17:40:14.040Z,"31 km SSE of Machalí, Chile",earthquake,5.2,4.4,,,reviewed,us,guc
2018-09-05T14:41:27.710Z,-21.769,-68.5651,125.36,4.3,mb,,38,0.629,1.43,us,us2000h8p6,2018-11-14T17:40:13.040Z,"84 km NNE of Calama, Chile",earthquake,7.4,8.3,0.168,10,reviewed,us,us
2018-09-05T05:00:04.390Z,-38.9266,-73.5718,30.88,4.4,mb,,200,0.192,1.37,us,us2000h8js,2018-11-14T17:40:13.040Z,"42 km WSW of Carahue, Chile",earthquake,8,9.5,0.379,2,reviewed,us,us
2018-09-04T20:10:28.930Z,-19.3921,-69.2312,122.86,4.3,mb,,90,0.277,1.15,us,us2000h8df,2018-11-14T17:40:13.040Z,"132 km NE of Iquique, Chile",earthquake,6.5,4.3,0.142,14,reviewed,us,us
2018-09-04T19:46:58.750Z,-17.6764,-73.2216,10,4.5,mb,,153,2.825,1.49,us,us2000h8cu,2018-11-14T17:40:13.040Z,"128 km SSW of Camaná, Peru",earthquake,8,1.9,0.204,8,reviewed,us,us
2018-09-04T15:58:40.260Z,-19.1154,-68.3321,171.05,4,ml,,174,0.982,0.41,us,us2000h89g,2018-11-14T17:40:13.040Z,"138 km S of Curahuara de Carangas, Bolivia",earthquake,8.2,15.9,,,reviewed,us,guc
2018-09-04T00:20:08.150Z,-39.8053,-71.655,140.01,4.7,mwr,,46,0.262,0.91,us,us2000h7gj,2018-11-14T17:40:13.040Z,"46 km NNW of San Martín de los Andes, Argentina",earthquake,6,3.8,,,reviewed,us,guc
2018-09-03T19:24:21.440Z,-13.9663,-76.0839,35.29,4.4,mb,,158,2.101,0.82,us,us2000h79a,2018-11-14T17:40:12.040Z,"22 km ESE of Paracas, Peru",earthquake,8.8,8.9,0.117,21,reviewed,us,us
2018-09-03T08:45:01.530Z,-20.6813,-69.1856,113.97,4.3,mb,,53,0.771,1.11,us,us2000h737,2018-11-14T17:40:12.040Z,"113 km ESE of Iquique, Chile",earthquake,6.3,5.3,0.067,64,reviewed,us,us
2018-09-03T06:31:37.240Z,-3.1621,-77.5981,111.01,4.4,mb,,70,2.494,1.18,us,us2000h720,2018-11-14T17:40:12.040Z,"100 km SE of Sucúa, Ecuador",earthquake,5.2,7.3,0.045,141,reviewed,us,us
2018-09-02T18:12:11.680Z,-28.2655,-70.708,95.92,4.5,mwr,,82,0.328,0.9,us,us2000h6wm,2018-11-07T18:37:09.040Z,"34 km N of Vallenar, Chile",earthquake,5.1,5.2,,,reviewed,us,guc
2018-09-02T11:04:11.800Z,-29.3724,-71.3799,44.5,4.6,mwr,,91,0.558,0.9,us,us2000h6u9,2018-11-07T18:37:09.040Z,"60 km NNW of La Serena, Chile",earthquake,5.4,5.4,0.036,74,reviewed,us,us
2018-09-02T06:56:13.150Z,-21.8327,-68.4886,129.11,4.4,mwr,,45,0.7,1.25,us,us2000h6ti,2018-11-07T18:37:09.040Z,"82 km NNE of Calama, Chile",earthquake,6.1,7,,,reviewed,us,guc
